	41004	3.1	2.8	0.9	NP_61	305430	310574	-30926	+	Gypsy-8_DSim-I	LTR/Gypsy	130	5372	-40	164	5144
	40891	3.3	0.6	0.2	NP_61	299756	304950	-36550	+	Stalker2_I	LTR/Gypsy	1568	7073	-95	163	5194
	32935	5.2	1.5	0.1	NP_61	139249	144490	-197010	C	NINJA_I	LTR/Pao	0	5547	666	61	5241
	36846	5.3	1.1	0.6	NP_61	65722	71237	-270263	+	Gypsy-13_DSim-I	LTR/Gypsy	1	4393	-1051	34	5515
	46738	2.3	0.9	0.7	NP_61	231963	237646	-103854	+	BLOOD_I	LTR/Gypsy	1	6613	0	109	5683
	45969	6.5	1.4	0.2	NP_61	213777	219559	-121941	+	ZAM_I	LTR/Gypsy	1	6993	-497	97	5782
	35231	7.5	1	0.4	NP_61	250847	256732	-84768	+	Gypsy-13_DSim-I	LTR/Gypsy	1	5216	-2681	123	5885
	36881	18.2	0.9	0.1	NP_61	129629	135912	-205588	+	TIRANT_I	LTR/Gypsy	1369	7692	0	56	6283
	57720	0.4	0.7	0.1	NP_61	86584	92952	-248548	+	Gypsy5_I	LTR/Gypsy	1	6148	-361	44	6368
	58752	0.3	0.2	0.1	NP_61	11878	18283	-323217	+	Gypsy-2_DSe-I	LTR/Gypsy	1	6411	0	7	6405
	53294	0.4	0.3	0.7	NP_61	319925	326405	-15095	+	DM412	LTR/Gypsy	1	6477	0	167	6480
	47327	3.8	1.1	1.3	NP_61	311146	318064	-23436	+	TABOR_I	LTR/Gypsy	1	6336	0	165	6918
	58340	2.9	0.9	0.2	NP_61	20503	27658	-313842	+	Gypsy-11_DSim-I	LTR/Gypsy	1	7150	-258	12	7155
	34299	17	0.9	1.4	NP_61	331614	338820	-2680	+	Gypsy1-I_DM	LTR/Gypsy	1	7154	-254	175	7206
	64736	1.3	1.3	0.3	NP_61	73095	80617	-260883	+	TIRANT_I	LTR/Gypsy	1	7692	0	37	7522
	51618	5.8	1.5	0.5	NP_61	144868	152405	-189095	+	Gypsy-5_DSim-I	LTR/Gypsy	1	6509	0	62	7537
